record_id,text,timestamp,topic,region,true_polarity,data_source
KE-0109,Maternal mortality in rural Kenya remains unacceptably high. Neglect must end.,2022-01-03 06:57:19,Healthcare,Machakos,negative,SYNTHETIC_DEMO
KE-0256,The electoral commission has failed Kenyans again. We demand accountability.,2022-01-03 08:54:36,Elections,Thika,negative,SYNTHETIC_DEMO
KE-0265,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-01-03 23:38:55,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0483,IEBC confirms voter turnout at 63% nationally as of midday.,2022-01-04 13:12:16,Elections,Mombasa,neutral,SYNTHETIC_DEMO
KE-0419,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-01-04 14:22:34,Elections,Eldoret,negative,SYNTHETIC_DEMO
KE-0492,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-01-04 16:04:55,Economy,Nyeri,neutral,SYNTHETIC_DEMO
KE-0069,Tallying of results continues at constituency level. Updates pending.,2022-01-04 18:07:41,Elections,Machakos,neutral,SYNTHETIC_DEMO
KE-0233,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-01-06 18:30:29,Healthcare,Nairobi,positive,SYNTHETIC_DEMO
KE-0188,Ethics and Anti-Corruption Commission tables annual report to parliament.,2022-01-06 23:02:59,Governance,Garissa,neutral,SYNTHETIC_DEMO
KE-0234,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-01-07 03:05:25,Economy,Kakamega,negative,SYNTHETIC_DEMO
KE-0475,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-01-07 07:10:49,Elections,Nakuru,positive,SYNTHETIC_DEMO
KE-0320,Violence at polling stations is shameful. Our democracy is under threat.,2022-01-07 09:11:18,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0269,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-01-08 06:41:01,Elections,Nairobi,negative,SYNTHETIC_DEMO
KE-0108,National Cancer Institute of Kenya opens second facility in Mombasa.,2022-01-08 14:03:03,Healthcare,Kakamega,neutral,SYNTHETIC_DEMO
KE-0324,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-01-08 21:31:46,Economy,Garissa,negative,SYNTHETIC_DEMO
KE-0164,Voter turnout is impressive across the country. This is democracy at work.,2022-01-09 01:21:41,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0035,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-01-09 04:03:12,Economy,Mombasa,positive,SYNTHETIC_DEMO
KE-0440,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-01-09 10:54:55,Economy,Nyeri,positive,SYNTHETIC_DEMO
KE-0204,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-01-09 12:29:30,Economy,Eldoret,neutral,SYNTHETIC_DEMO
KE-0080,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-01-11 17:15:20,Security,Garissa,neutral,SYNTHETIC_DEMO
KE-0015,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-01-13 11:11:45,Elections,Nairobi,positive,SYNTHETIC_DEMO
KE-0070,Violence at polling stations is shameful. Our democracy is under threat.,2022-01-14 23:48:23,Elections,Kisumu,negative,SYNTHETIC_DEMO
KE-0169,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-01-15 06:02:31,Economy,Machakos,neutral,SYNTHETIC_DEMO
KE-0283,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-01-15 14:31:29,Economy,Nyeri,positive,SYNTHETIC_DEMO
KE-0076,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-01-16 00:56:22,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0288,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-01-16 04:49:51,Healthcare,Mombasa,negative,SYNTHETIC_DEMO
KE-0208,Al-Shabaab attacks in the North East continue. Government response inadequate.,2022-01-16 07:26:42,Security,Kisumu,negative,SYNTHETIC_DEMO
KE-0119,Open data portal launched by State House praised by civil society. Good governance.,2022-01-16 15:13:58,Governance,Mombasa,positive,SYNTHETIC_DEMO
KE-0285,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-01-16 22:21:33,Economy,Kakamega,neutral,SYNTHETIC_DEMO
KE-0494,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-01-17 12:36:40,Economy,Mombasa,negative,SYNTHETIC_DEMO
KE-0318,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-01-19 13:03:25,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0333,Presidential results will be announced within 7 days per constitutional requirement.,2022-01-19 13:33:57,Elections,Eldoret,neutral,SYNTHETIC_DEMO
KE-0453,Tallying of results continues at constituency level. Updates pending.,2022-01-19 21:41:46,Elections,Nyeri,neutral,SYNTHETIC_DEMO
KE-0098,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-01-20 12:04:09,Elections,Garissa,negative,SYNTHETIC_DEMO
KE-0118,Voter turnout is impressive across the country. This is democracy at work.,2022-01-21 05:28:22,Elections,Nairobi,positive,SYNTHETIC_DEMO
KE-0312,Maternal mortality in rural Kenya remains unacceptably high. Neglect must end.,2022-01-21 16:23:24,Healthcare,Nairobi,negative,SYNTHETIC_DEMO
KE-0195,Police brutality during protests is deeply troubling. Officers must be held accountable.,2022-01-22 19:04:08,Security,Nairobi,negative,SYNTHETIC_DEMO
KE-0282,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-01-22 19:33:43,Economy,Eldoret,neutral,SYNTHETIC_DEMO
KE-0029,Public funds being looted while hospitals lack medicine. Accountability needed now.,2022-01-23 11:54:06,Governance,Eldoret,negative,SYNTHETIC_DEMO
KE-0415,Kenya's COVID-19 vaccination coverage exceeds 60%. Strong public health response.,2022-01-23 23:26:06,Healthcare,Eldoret,positive,SYNTHETIC_DEMO
KE-0248,Multi-agency security teams conducting patrols in volatile regions.,2022-01-24 07:03:47,Security,Kisumu,neutral,SYNTHETIC_DEMO
KE-0442,Voter turnout is impressive across the country. This is democracy at work.,2022-01-24 09:37:23,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0319,Observers from the AU and EU deployed to monitor the electoral process.,2022-01-25 09:24:18,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0329,Cabinet approves National Development Plan 2022–2027. Implementation timelines unclear.,2022-01-25 12:08:22,Governance,Kisumu,neutral,SYNTHETIC_DEMO
KE-0352,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-01-26 05:16:33,Healthcare,Thika,negative,SYNTHETIC_DEMO
KE-0240,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-01-26 12:12:10,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0291,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-01-26 14:20:34,Healthcare,Nairobi,negative,SYNTHETIC_DEMO
KE-0281,Kenya Medical Supplies Authority to distribute free ARVs to 54 public hospitals.,2022-01-27 12:28:26,Healthcare,Kisumu,neutral,SYNTHETIC_DEMO
KE-0229,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-01-27 15:29:34,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0036,Kenya's GDP growth projected at 5.5% this year. Strong fundamentals. #KenyaEconomy,2022-01-28 13:42:12,Economy,Nakuru,positive,SYNTHETIC_DEMO
KE-0157,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-01-28 15:26:36,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0095,Voter turnout is impressive across the country. This is democracy at work.,2022-01-29 06:48:29,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0441,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-01-29 08:41:04,Economy,Nakuru,negative,SYNTHETIC_DEMO
KE-0213,KDF and NPS cooperation securing borders effectively. Kenya is safe.,2022-01-30 05:50:27,Security,Mombasa,positive,SYNTHETIC_DEMO
KE-0278,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-01-30 06:20:36,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0489,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-01-31 16:30:45,Economy,Eldoret,negative,SYNTHETIC_DEMO
KE-0010,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-01-31 23:42:54,Elections,Nakuru,positive,SYNTHETIC_DEMO
KE-0445,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-02-01 03:59:02,Economy,Machakos,negative,SYNTHETIC_DEMO
KE-0336,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-02-02 01:59:42,Economy,Garissa,neutral,SYNTHETIC_DEMO
KE-0425,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-02-03 16:27:16,Healthcare,Machakos,negative,SYNTHETIC_DEMO
KE-0351,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-02-04 02:16:08,Elections,Kisumu,positive,SYNTHETIC_DEMO
KE-0193,IEBC confirms voter turnout at 63% nationally as of midday.,2022-02-05 02:23:47,Elections,Eldoret,neutral,SYNTHETIC_DEMO
KE-0020,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-02-05 07:20:13,Elections,Garissa,negative,SYNTHETIC_DEMO
KE-0006,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-02-06 00:27:14,Elections,Thika,positive,SYNTHETIC_DEMO
KE-0046,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-02-06 05:16:19,Elections,Garissa,negative,SYNTHETIC_DEMO
KE-0093,KDF and NPS cooperation securing borders effectively. Kenya is safe.,2022-02-06 06:25:54,Security,Kakamega,positive,SYNTHETIC_DEMO
KE-0296,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-02-06 07:02:41,Economy,Kisumu,negative,SYNTHETIC_DEMO
KE-0491,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-02-06 07:29:16,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0040,IEBC confirms voter turnout at 63% nationally as of midday.,2022-02-06 15:10:48,Elections,Machakos,neutral,SYNTHETIC_DEMO
KE-0247,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-02-07 12:02:44,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0473,Observers from the AU and EU deployed to monitor the electoral process.,2022-02-08 07:05:43,Elections,Nyeri,neutral,SYNTHETIC_DEMO
KE-0223,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-02-08 10:56:54,Security,Machakos,positive,SYNTHETIC_DEMO
KE-0225,Presidential results will be announced within 7 days per constitutional requirement.,2022-02-08 14:03:07,Elections,Nakuru,neutral,SYNTHETIC_DEMO
KE-0187,Transparency in public procurement improving under new regulations. Keep it up.,2022-02-08 23:27:57,Governance,Kakamega,positive,SYNTHETIC_DEMO
KE-0299,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-02-09 06:42:00,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0277,Devolution has brought services closer to citizens. Counties are delivering.,2022-02-09 22:12:27,Governance,Kisumu,positive,SYNTHETIC_DEMO
KE-0287,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-02-10 04:42:26,Economy,Nairobi,positive,SYNTHETIC_DEMO
KE-0273,Maternal mortality in rural Kenya remains unacceptably high. Neglect must end.,2022-02-11 02:42:57,Healthcare,Mombasa,negative,SYNTHETIC_DEMO
KE-0487,Devolution has brought services closer to citizens. Counties are delivering.,2022-02-11 13:27:55,Governance,Machakos,positive,SYNTHETIC_DEMO
KE-0410,IEBC confirms voter turnout at 63% nationally as of midday.,2022-02-12 10:03:55,Elections,Eldoret,neutral,SYNTHETIC_DEMO
KE-0263,Observers from the AU and EU deployed to monitor the electoral process.,2022-02-13 01:34:03,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0028,Cabinet approves National Development Plan 2022–2027. Implementation timelines unclear.,2022-02-13 10:40:57,Governance,Nyeri,neutral,SYNTHETIC_DEMO
KE-0435,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-02-13 13:51:42,Economy,Mombasa,negative,SYNTHETIC_DEMO
KE-0347,Central Bank holds base rate at 7.5%. MPC cites stable inflation outlook.,2022-02-14 01:25:03,Economy,Eldoret,neutral,SYNTHETIC_DEMO
KE-0235,Voter turnout is impressive across the country. This is democracy at work.,2022-02-14 03:17:17,Elections,Machakos,positive,SYNTHETIC_DEMO
KE-0271,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-02-14 17:29:37,Economy,Machakos,negative,SYNTHETIC_DEMO
KE-0064,The electoral commission has failed Kenyans again. We demand accountability.,2022-02-14 19:52:23,Elections,Kisumu,negative,SYNTHETIC_DEMO
KE-0437,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-02-15 03:26:07,Economy,Garissa,positive,SYNTHETIC_DEMO
KE-0430,Presidential results will be announced within 7 days per constitutional requirement.,2022-02-15 14:23:38,Elections,Garissa,neutral,SYNTHETIC_DEMO
KE-0176,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-02-15 14:51:49,Economy,Mombasa,positive,SYNTHETIC_DEMO
KE-0406,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-02-17 07:56:56,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0374,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-02-17 13:59:13,Economy,Nakuru,positive,SYNTHETIC_DEMO
KE-0350,Voter intimidation reported in several constituencies. This is unacceptable.,2022-02-17 15:03:49,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0215,Tallying of results continues at constituency level. Updates pending.,2022-02-17 23:55:49,Elections,Eldoret,neutral,SYNTHETIC_DEMO
KE-0361,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-02-18 05:15:55,Healthcare,Garissa,positive,SYNTHETIC_DEMO
KE-0358,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-02-18 16:07:48,Economy,Kakamega,negative,SYNTHETIC_DEMO
KE-0343,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-02-19 00:32:56,Healthcare,Nyeri,negative,SYNTHETIC_DEMO
KE-0088,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-02-19 10:24:29,Security,Eldoret,positive,SYNTHETIC_DEMO
KE-0447,Violence at polling stations is shameful. Our democracy is under threat.,2022-02-19 10:57:39,Elections,Machakos,negative,SYNTHETIC_DEMO
KE-0071,Kenya Medical Supplies Authority to distribute free ARVs to 54 public hospitals.,2022-02-19 11:52:42,Healthcare,Kisumu,neutral,SYNTHETIC_DEMO
KE-0113,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-02-19 13:34:38,Security,Kisumu,negative,SYNTHETIC_DEMO
KE-0031,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-02-19 20:41:42,Healthcare,Garissa,negative,SYNTHETIC_DEMO
KE-0267,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-02-20 04:05:52,Elections,Machakos,positive,SYNTHETIC_DEMO
KE-0209,Presidential results will be announced within 7 days per constitutional requirement.,2022-02-21 00:50:48,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0099,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-02-21 18:48:37,Economy,Mombasa,negative,SYNTHETIC_DEMO
KE-0179,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-02-23 00:20:59,Economy,Kakamega,neutral,SYNTHETIC_DEMO
KE-0388,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-02-23 05:16:17,Economy,Nairobi,neutral,SYNTHETIC_DEMO
KE-0346,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-02-23 11:24:41,Governance,Mombasa,neutral,SYNTHETIC_DEMO
KE-0354,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-02-23 22:25:34,Healthcare,Mombasa,neutral,SYNTHETIC_DEMO
KE-0257,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-02-25 02:22:03,Elections,Machakos,positive,SYNTHETIC_DEMO
KE-0159,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-02-25 05:44:17,Elections,Kisumu,positive,SYNTHETIC_DEMO
KE-0342,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-02-25 10:48:03,Economy,Kisumu,negative,SYNTHETIC_DEMO
KE-0314,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-02-26 17:16:41,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0407,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-02-26 21:15:23,Economy,Machakos,neutral,SYNTHETIC_DEMO
KE-0389,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-02-27 20:13:39,Security,Garissa,negative,SYNTHETIC_DEMO
KE-0105,Voter intimidation reported in several constituencies. This is unacceptable.,2022-02-28 13:50:37,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0301,Ethics and Anti-Corruption Commission tables annual report to parliament.,2022-03-01 21:44:23,Governance,Kakamega,neutral,SYNTHETIC_DEMO
KE-0050,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-03-02 02:48:39,Security,Garissa,negative,SYNTHETIC_DEMO
KE-0260,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-03-02 10:06:35,Healthcare,Mombasa,neutral,SYNTHETIC_DEMO
KE-0377,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-03-03 21:10:44,Healthcare,Thika,negative,SYNTHETIC_DEMO
KE-0376,Public funds being looted while hospitals lack medicine. Accountability needed now.,2022-03-04 00:30:31,Governance,Machakos,negative,SYNTHETIC_DEMO
KE-0422,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-03-05 02:33:22,Economy,Mombasa,positive,SYNTHETIC_DEMO
KE-0194,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-03-06 14:37:55,Economy,Mombasa,positive,SYNTHETIC_DEMO
KE-0275,Parliament rubber-stamping executive decisions. Where is our oversight? #Bunge,2022-03-07 07:06:37,Governance,Nakuru,negative,SYNTHETIC_DEMO
KE-0479,Ethics and Anti-Corruption Commission tables annual report to parliament.,2022-03-07 08:03:04,Governance,Nyeri,neutral,SYNTHETIC_DEMO
KE-0092,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-03-07 21:38:18,Economy,Garissa,negative,SYNTHETIC_DEMO
KE-0353,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-03-09 14:38:44,Economy,Eldoret,positive,SYNTHETIC_DEMO
KE-0197,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-03-09 23:45:52,Economy,Kisumu,negative,SYNTHETIC_DEMO
KE-0165,Corruption in government tenders is endemic. Nothing changes regardless of who wins.,2022-03-10 00:53:45,Governance,Eldoret,negative,SYNTHETIC_DEMO
KE-0074,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-03-10 18:14:51,Security,Nakuru,negative,SYNTHETIC_DEMO
KE-0025,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-03-11 09:09:22,Economy,Eldoret,neutral,SYNTHETIC_DEMO
KE-0255,Corruption in government tenders is endemic. Nothing changes regardless of who wins.,2022-03-12 01:35:58,Governance,Eldoret,negative,SYNTHETIC_DEMO
KE-0360,Violence at polling stations is shameful. Our democracy is under threat.,2022-03-12 16:01:09,Elections,Garissa,negative,SYNTHETIC_DEMO
KE-0142,Voter turnout is impressive across the country. This is democracy at work.,2022-03-13 21:43:17,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0335,Parliament rubber-stamping executive decisions. Where is our oversight? #Bunge,2022-03-14 13:15:45,Governance,Machakos,negative,SYNTHETIC_DEMO
KE-0322,Observers from the AU and EU deployed to monitor the electoral process.,2022-03-14 17:53:31,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0467,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-03-15 01:48:32,Economy,Nairobi,neutral,SYNTHETIC_DEMO
KE-0083,Multi-agency security teams conducting patrols in volatile regions.,2022-03-15 19:39:45,Security,Machakos,neutral,SYNTHETIC_DEMO
KE-0207,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-03-15 20:09:30,Healthcare,Thika,positive,SYNTHETIC_DEMO
KE-0043,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-03-16 09:44:56,Security,Mombasa,negative,SYNTHETIC_DEMO
KE-0298,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-03-16 13:37:06,Elections,Thika,negative,SYNTHETIC_DEMO
KE-0078,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-03-17 00:06:00,Healthcare,Nakuru,negative,SYNTHETIC_DEMO
KE-0276,Tallying of results continues at constituency level. Updates pending.,2022-03-17 07:18:48,Elections,Garissa,neutral,SYNTHETIC_DEMO
KE-0094,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-03-19 08:01:31,Healthcare,Eldoret,negative,SYNTHETIC_DEMO
KE-0414,Transparency in public procurement improving under new regulations. Keep it up.,2022-03-19 11:03:51,Governance,Nyeri,positive,SYNTHETIC_DEMO
KE-0307,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-03-19 13:19:03,Healthcare,Machakos,neutral,SYNTHETIC_DEMO
KE-0210,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-03-19 23:32:35,Elections,Machakos,positive,SYNTHETIC_DEMO
KE-0033,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-03-20 02:51:49,Governance,Nakuru,neutral,SYNTHETIC_DEMO
KE-0330,Police brutality during protests is deeply troubling. Officers must be held accountable.,2022-03-20 06:57:51,Security,Nairobi,negative,SYNTHETIC_DEMO
KE-0452,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-03-22 00:49:11,Security,Nairobi,negative,SYNTHETIC_DEMO
KE-0107,Kenya Revenue Authority reports KSh 1.2 trillion in tax collection for FY2021/22.,2022-03-22 07:50:10,Economy,Machakos,neutral,SYNTHETIC_DEMO
KE-0497,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-03-22 10:51:12,Security,Thika,positive,SYNTHETIC_DEMO
KE-0012,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-03-23 08:44:49,Security,Thika,neutral,SYNTHETIC_DEMO
KE-0072,Presidential results will be announced within 7 days per constitutional requirement.,2022-03-23 14:03:18,Elections,Nairobi,neutral,SYNTHETIC_DEMO
KE-0154,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-03-23 22:53:50,Economy,Mombasa,positive,SYNTHETIC_DEMO
KE-0469,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-03-24 06:11:29,Elections,Eldoret,negative,SYNTHETIC_DEMO
KE-0227,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-03-24 08:58:10,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0134,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-03-24 09:06:01,Elections,Kisumu,negative,SYNTHETIC_DEMO
KE-0251,Multi-agency security teams conducting patrols in volatile regions.,2022-03-24 14:52:09,Security,Kakamega,neutral,SYNTHETIC_DEMO
KE-0121,Voter turnout is impressive across the country. This is democracy at work.,2022-03-26 15:34:36,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0433,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-03-26 19:44:37,Economy,Nyeri,negative,SYNTHETIC_DEMO
KE-0431,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-03-27 02:25:35,Security,Thika,negative,SYNTHETIC_DEMO
KE-0004,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-03-27 14:39:19,Security,Garissa,neutral,SYNTHETIC_DEMO
KE-0311,Devolution has brought services closer to citizens. Counties are delivering.,2022-03-28 05:32:39,Governance,Machakos,positive,SYNTHETIC_DEMO
KE-0001,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-03-28 16:28:29,Security,Eldoret,positive,SYNTHETIC_DEMO
KE-0404,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-03-29 07:54:45,Elections,Garissa,positive,SYNTHETIC_DEMO
