record_id,text,timestamp,topic,region,true_polarity,data_source
KE-0129,Voter intimidation reported in several constituencies. This is unacceptable.,2022-06-19 03:02:03,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0082,Presidential results will be announced within 7 days per constitutional requirement.,2022-06-19 11:29:08,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0334,New Level 5 hospital commissioned in Kisumu. Healthcare access improving.,2022-06-19 16:40:55,Healthcare,Mombasa,positive,SYNTHETIC_DEMO
KE-0302,Voter intimidation reported in several constituencies. This is unacceptable.,2022-06-19 23:24:42,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0162,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-06-20 00:12:30,Security,Garissa,negative,SYNTHETIC_DEMO
KE-0172,Observers from the AU and EU deployed to monitor the electoral process.,2022-06-21 16:07:13,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0408,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-06-21 19:14:39,Elections,Mombasa,positive,SYNTHETIC_DEMO
KE-0100,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-06-21 21:04:59,Healthcare,Garissa,negative,SYNTHETIC_DEMO
KE-0261,Presidential results will be announced within 7 days per constitutional requirement.,2022-06-22 02:06:44,Elections,Mombasa,neutral,SYNTHETIC_DEMO
KE-0239,Kenya Medical Supplies Authority to distribute free ARVs to 54 public hospitals.,2022-06-22 06:18:02,Healthcare,Mombasa,neutral,SYNTHETIC_DEMO
KE-0427,Devolution has brought services closer to citizens. Counties are delivering.,2022-06-23 11:52:36,Governance,Machakos,positive,SYNTHETIC_DEMO
KE-0310,New Level 5 hospital commissioned in Kisumu. Healthcare access improving.,2022-06-24 11:57:31,Healthcare,Kisumu,positive,SYNTHETIC_DEMO
KE-0345,Open data portal launched by State House praised by civil society. Good governance.,2022-06-24 17:34:56,Governance,Kisumu,positive,SYNTHETIC_DEMO
KE-0152,Treasury releases mid-year budget review. Spending adjustments noted across ministries.,2022-06-24 23:05:56,Economy,Garissa,neutral,SYNTHETIC_DEMO
KE-0132,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-06-25 01:46:45,Healthcare,Mombasa,negative,SYNTHETIC_DEMO
KE-0011,Drug shortage at government hospitals is alarming. Patients buying meds privately.,2022-06-26 02:05:25,Healthcare,Machakos,negative,SYNTHETIC_DEMO
KE-0370,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-06-26 03:20:15,Economy,Machakos,negative,SYNTHETIC_DEMO
KE-0420,Presidential results will be announced within 7 days per constitutional requirement.,2022-06-26 10:50:25,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0116,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-06-26 14:06:17,Elections,Thika,positive,SYNTHETIC_DEMO
KE-0183,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-06-26 20:07:09,Economy,Garissa,positive,SYNTHETIC_DEMO
KE-0178,Central Bank holds base rate at 7.5%. MPC cites stable inflation outlook.,2022-06-27 09:33:30,Economy,Nyeri,neutral,SYNTHETIC_DEMO
KE-0017,Transparency in public procurement improving under new regulations. Keep it up.,2022-06-28 04:48:33,Governance,Nyeri,positive,SYNTHETIC_DEMO
KE-0272,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-06-28 16:24:50,Economy,Kisumu,negative,SYNTHETIC_DEMO
KE-0115,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-06-29 07:20:29,Security,Machakos,positive,SYNTHETIC_DEMO
KE-0328,IEBC confirms voter turnout at 63% nationally as of midday.,2022-06-30 10:35:57,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0091,The electoral commission has failed Kenyans again. We demand accountability.,2022-06-30 14:00:14,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0429,Al-Shabaab attacks in the North East continue. Government response inadequate.,2022-06-30 17:47:44,Security,Nairobi,negative,SYNTHETIC_DEMO
KE-0041,Observers from the AU and EU deployed to monitor the electoral process.,2022-07-01 08:59:07,Elections,Machakos,neutral,SYNTHETIC_DEMO
KE-0315,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-07-02 04:25:23,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0189,GSU units deployed to election hotspots in advance of voting day.,2022-07-02 07:58:10,Security,Kisumu,neutral,SYNTHETIC_DEMO
KE-0156,Voter turnout is impressive across the country. This is democracy at work.,2022-07-02 11:54:06,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0217,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-07-03 02:28:58,Healthcare,Mombasa,negative,SYNTHETIC_DEMO
KE-0039,Violence at polling stations is shameful. Our democracy is under threat.,2022-07-03 13:36:47,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0185,National Cancer Institute of Kenya opens second facility in Mombasa.,2022-07-03 16:27:29,Healthcare,Thika,neutral,SYNTHETIC_DEMO
KE-0246,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-07-04 04:29:49,Economy,Thika,negative,SYNTHETIC_DEMO
KE-0394,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-07-04 07:30:05,Economy,Nairobi,negative,SYNTHETIC_DEMO
KE-0137,Multi-agency security teams conducting patrols in volatile regions.,2022-07-04 21:30:33,Security,Nakuru,neutral,SYNTHETIC_DEMO
KE-0052,Voter turnout is impressive across the country. This is democracy at work.,2022-07-05 03:59:27,Elections,Nairobi,positive,SYNTHETIC_DEMO
KE-0148,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-07-05 12:45:31,Economy,Nairobi,positive,SYNTHETIC_DEMO
KE-0357,Open data portal launched by State House praised by civil society. Good governance.,2022-07-05 21:28:55,Governance,Machakos,positive,SYNTHETIC_DEMO
KE-0147,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-07-05 21:56:23,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0238,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-07-06 00:26:05,Elections,Nairobi,neutral,SYNTHETIC_DEMO
KE-0468,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-07-06 04:16:40,Healthcare,Garissa,neutral,SYNTHETIC_DEMO
KE-0308,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-07-06 15:25:46,Healthcare,Eldoret,positive,SYNTHETIC_DEMO
KE-0403,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-07-08 00:53:08,Economy,Eldoret,negative,SYNTHETIC_DEMO
KE-0371,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-07-08 01:32:51,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0047,Nepotism in public service appointments is entrenched. Merit must prevail.,2022-07-08 14:30:12,Governance,Kisumu,negative,SYNTHETIC_DEMO
KE-0030,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-07-08 17:45:33,Elections,Mombasa,neutral,SYNTHETIC_DEMO
KE-0111,GSU units deployed to election hotspots in advance of voting day.,2022-07-09 14:37:42,Security,Kakamega,neutral,SYNTHETIC_DEMO
KE-0478,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-07-09 18:16:43,Economy,Thika,negative,SYNTHETIC_DEMO
KE-0405,Public funds being looted while hospitals lack medicine. Accountability needed now.,2022-07-09 21:50:20,Governance,Eldoret,negative,SYNTHETIC_DEMO
KE-0128,Observers from the AU and EU deployed to monitor the electoral process.,2022-07-10 09:00:39,Elections,Nairobi,neutral,SYNTHETIC_DEMO
KE-0146,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-07-10 15:19:15,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0220,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-07-11 07:35:39,Elections,Nairobi,positive,SYNTHETIC_DEMO
KE-0380,Presidential results will be announced within 7 days per constitutional requirement.,2022-07-12 04:44:53,Elections,Nairobi,neutral,SYNTHETIC_DEMO
KE-0186,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-07-12 08:47:51,Security,Machakos,negative,SYNTHETIC_DEMO
KE-0418,Transparency in public procurement improving under new regulations. Keep it up.,2022-07-12 09:18:45,Governance,Nairobi,positive,SYNTHETIC_DEMO
KE-0378,IMF approves $2.3B extended credit facility for Kenya. Conditions attached.,2022-07-13 03:49:37,Economy,Nyeri,neutral,SYNTHETIC_DEMO
KE-0198,Voter intimidation reported in several constituencies. This is unacceptable.,2022-07-13 06:35:41,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0211,Tallying of results continues at constituency level. Updates pending.,2022-07-14 21:03:58,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0399,Treasury releases mid-year budget review. Spending adjustments noted across ministries.,2022-07-14 21:17:48,Economy,Nakuru,neutral,SYNTHETIC_DEMO
KE-0455,Voter intimidation reported in several constituencies. This is unacceptable.,2022-07-15 16:38:58,Elections,Nairobi,negative,SYNTHETIC_DEMO
KE-0421,Cabinet approves National Development Plan 2022–2027. Implementation timelines unclear.,2022-07-15 19:36:09,Governance,Nyeri,neutral,SYNTHETIC_DEMO
KE-0003,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-07-16 06:15:09,Economy,Nakuru,positive,SYNTHETIC_DEMO
KE-0066,Police brutality during protests is deeply troubling. Officers must be held accountable.,2022-07-16 06:45:13,Security,Nakuru,negative,SYNTHETIC_DEMO
KE-0242,Treasury releases mid-year budget review. Spending adjustments noted across ministries.,2022-07-16 08:04:39,Economy,Eldoret,neutral,SYNTHETIC_DEMO
KE-0060,Public funds being looted while hospitals lack medicine. Accountability needed now.,2022-07-16 11:11:13,Governance,Mombasa,negative,SYNTHETIC_DEMO
KE-0180,New Level 5 hospital commissioned in Kisumu. Healthcare access improving.,2022-07-17 04:27:29,Healthcare,Machakos,positive,SYNTHETIC_DEMO
KE-0053,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-07-17 05:18:16,Economy,Kisumu,negative,SYNTHETIC_DEMO
KE-0438,Al-Shabaab attacks in the North East continue. Government response inadequate.,2022-07-18 05:02:35,Security,Nyeri,negative,SYNTHETIC_DEMO
KE-0309,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-07-20 08:37:26,Governance,Mombasa,neutral,SYNTHETIC_DEMO
KE-0359,Ethics and Anti-Corruption Commission tables annual report to parliament.,2022-07-20 22:08:41,Governance,Nyeri,neutral,SYNTHETIC_DEMO
KE-0034,Interior Ministry issues security advisory ahead of elections. Citizens urged to remain calm.,2022-07-21 00:09:23,Security,Thika,neutral,SYNTHETIC_DEMO
KE-0400,NHIF reforms failing to protect the poorest Kenyans. Reform the system now.,2022-07-21 10:28:40,Healthcare,Nairobi,negative,SYNTHETIC_DEMO
KE-0237,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-07-22 12:16:39,Elections,Kakamega,neutral,SYNTHETIC_DEMO
KE-0289,Tallying of results continues at constituency level. Updates pending.,2022-07-23 00:21:53,Elections,Nyeri,neutral,SYNTHETIC_DEMO
KE-0481,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-07-23 11:30:57,Economy,Garissa,negative,SYNTHETIC_DEMO
KE-0460,NSE gains 3% this week on investor confidence. Markets looking healthy.,2022-07-23 16:21:00,Economy,Thika,positive,SYNTHETIC_DEMO
KE-0143,Violence at polling stations is shameful. Our democracy is under threat.,2022-07-23 17:58:12,Elections,Eldoret,negative,SYNTHETIC_DEMO
KE-0434,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-07-24 02:04:37,Healthcare,Kakamega,negative,SYNTHETIC_DEMO
KE-0323,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-07-24 07:13:45,Security,Thika,positive,SYNTHETIC_DEMO
KE-0032,Police brutality during protests is deeply troubling. Officers must be held accountable.,2022-07-24 22:16:34,Security,Kisumu,negative,SYNTHETIC_DEMO
KE-0022,Treasury releases mid-year budget review. Spending adjustments noted across ministries.,2022-07-25 11:42:11,Economy,Kakamega,neutral,SYNTHETIC_DEMO
KE-0027,Tallying of results continues at constituency level. Updates pending.,2022-07-25 23:15:16,Elections,Kisumu,neutral,SYNTHETIC_DEMO
KE-0411,GSU units deployed to election hotspots in advance of voting day.,2022-07-26 05:39:55,Security,Nakuru,neutral,SYNTHETIC_DEMO
KE-0196,IEBC confirms voter turnout at 63% nationally as of midday.,2022-07-26 06:49:44,Elections,Kisumu,neutral,SYNTHETIC_DEMO
KE-0485,Corruption in government tenders is endemic. Nothing changes regardless of who wins.,2022-07-26 16:34:47,Governance,Nairobi,negative,SYNTHETIC_DEMO
KE-0304,Voter intimidation reported in several constituencies. This is unacceptable.,2022-07-27 09:20:40,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0013,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-07-27 10:32:40,Security,Mombasa,negative,SYNTHETIC_DEMO
KE-0416,Devolution has brought services closer to citizens. Counties are delivering.,2022-07-27 19:58:50,Governance,Kakamega,positive,SYNTHETIC_DEMO
KE-0486,Exports of tea and horticulture hit record highs. Agriculture sector thriving.,2022-07-28 01:26:27,Economy,Garissa,positive,SYNTHETIC_DEMO
KE-0381,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-07-28 10:19:13,Economy,Nyeri,negative,SYNTHETIC_DEMO
KE-0023,Voting underway in all 47 counties. Results expected by evening. #KenyaElections2022,2022-07-28 12:55:34,Elections,Nairobi,neutral,SYNTHETIC_DEMO
KE-0130,Tallying of results continues at constituency level. Updates pending.,2022-07-29 00:08:06,Elections,Eldoret,neutral,SYNTHETIC_DEMO
KE-0110,Transparency in public procurement improving under new regulations. Keep it up.,2022-07-29 00:34:45,Governance,Machakos,positive,SYNTHETIC_DEMO
KE-0084,Violence at polling stations is shameful. Our democracy is under threat.,2022-07-29 02:44:10,Elections,Nairobi,negative,SYNTHETIC_DEMO
KE-0409,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-07-29 03:54:36,Security,Nakuru,negative,SYNTHETIC_DEMO
KE-0182,Ethics and Anti-Corruption Commission tables annual report to parliament.,2022-07-29 03:56:05,Governance,Kisumu,neutral,SYNTHETIC_DEMO
KE-0038,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-07-29 10:01:28,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0454,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-07-29 14:55:33,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0051,Voter turnout is impressive across the country. This is democracy at work.,2022-07-30 13:37:32,Elections,Nairobi,positive,SYNTHETIC_DEMO
KE-0337,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-07-31 20:11:23,Security,Kakamega,positive,SYNTHETIC_DEMO
KE-0402,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-08-01 03:38:07,Elections,Garissa,positive,SYNTHETIC_DEMO
KE-0480,Multi-agency security teams conducting patrols in volatile regions.,2022-08-01 06:10:51,Security,Kisumu,neutral,SYNTHETIC_DEMO
KE-0200,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-08-01 06:39:50,Economy,Nyeri,negative,SYNTHETIC_DEMO
KE-0101,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-08-01 18:32:12,Security,Garissa,negative,SYNTHETIC_DEMO
KE-0045,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-08-02 17:24:13,Economy,Mombasa,negative,SYNTHETIC_DEMO
KE-0413,Police deployment ahead of elections praised for professionalism. Calm maintained.,2022-08-02 17:39:27,Security,Kisumu,positive,SYNTHETIC_DEMO
KE-0243,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-08-03 02:49:00,Security,Mombasa,positive,SYNTHETIC_DEMO
KE-0155,IEBC has done a commendable job in voter registration. Democracy is winning! #Elections2022,2022-08-03 08:56:26,Elections,Nakuru,positive,SYNTHETIC_DEMO
KE-0471,Banditry in Laikipia threatening lives and livelihoods. Enough is enough.,2022-08-03 09:45:07,Security,Machakos,negative,SYNTHETIC_DEMO
KE-0175,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-08-03 11:21:22,Healthcare,Eldoret,negative,SYNTHETIC_DEMO
KE-0063,Corruption in government tenders is endemic. Nothing changes regardless of who wins.,2022-08-04 09:16:04,Governance,Garissa,negative,SYNTHETIC_DEMO
KE-0252,Presidential results will be announced within 7 days per constitutional requirement.,2022-08-05 00:46:12,Elections,Mombasa,neutral,SYNTHETIC_DEMO
KE-0014,KDF and NPS cooperation securing borders effectively. Kenya is safe.,2022-08-05 07:08:52,Security,Machakos,positive,SYNTHETIC_DEMO
KE-0295,The electoral commission has failed Kenyans again. We demand accountability.,2022-08-06 01:31:52,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0348,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-08-07 03:10:08,Elections,Garissa,positive,SYNTHETIC_DEMO
KE-0463,NHIF coverage expansion reaches more households in rural Kenya. A step forward.,2022-08-07 09:49:01,Healthcare,Nyeri,positive,SYNTHETIC_DEMO
KE-0496,Voter turnout is impressive across the country. This is democracy at work.,2022-08-07 20:17:33,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0366,The electoral commission has failed Kenyans again. We demand accountability.,2022-08-07 21:18:03,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0279,Results being delayed without explanation. What is IEBC hiding? #ElectionFraud,2022-08-07 22:23:43,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0114,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-08-08 04:30:52,Governance,Machakos,neutral,SYNTHETIC_DEMO
KE-0056,Kenya Power announces tariff review pending Energy Regulatory Commission approval.,2022-08-08 12:17:48,Economy,Machakos,neutral,SYNTHETIC_DEMO
KE-0205,Corruption in government tenders is endemic. Nothing changes regardless of who wins.,2022-08-08 18:50:26,Governance,Eldoret,negative,SYNTHETIC_DEMO
KE-0126,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-08-08 18:52:25,Elections,Kakamega,negative,SYNTHETIC_DEMO
KE-0016,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-08-09 06:30:04,Healthcare,Mombasa,neutral,SYNTHETIC_DEMO
KE-0160,Voter turnout is impressive across the country. This is democracy at work.,2022-08-10 01:23:39,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0383,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-08-10 11:24:36,Healthcare,Machakos,neutral,SYNTHETIC_DEMO
KE-0355,Tallying of results continues at constituency level. Updates pending.,2022-08-11 06:00:43,Elections,Thika,neutral,SYNTHETIC_DEMO
KE-0397,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-08-11 08:44:30,Healthcare,Nakuru,neutral,SYNTHETIC_DEMO
KE-0436,IEBC confirms voter turnout at 63% nationally as of midday.,2022-08-11 09:57:59,Elections,Garissa,neutral,SYNTHETIC_DEMO
KE-0367,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-08-12 23:53:51,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0149,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-08-13 02:13:37,Elections,Nyeri,positive,SYNTHETIC_DEMO
KE-0009,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-08-13 05:18:43,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0456,Transparency in public procurement improving under new regulations. Keep it up.,2022-08-13 06:27:19,Governance,Kakamega,positive,SYNTHETIC_DEMO
KE-0055,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-08-13 19:55:00,Economy,Kakamega,negative,SYNTHETIC_DEMO
KE-0181,Voter turnout is impressive across the country. This is democracy at work.,2022-08-14 05:16:39,Elections,Eldoret,positive,SYNTHETIC_DEMO
KE-0365,Community policing initiatives reducing crime in Nairobi estates. Good progress.,2022-08-14 12:01:03,Security,Kisumu,positive,SYNTHETIC_DEMO
KE-0166,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-08-16 07:40:03,Economy,Eldoret,negative,SYNTHETIC_DEMO
KE-0222,Kenya's debt burden will cripple future generations. Reckless borrowing must stop.,2022-08-17 02:24:31,Economy,Garissa,negative,SYNTHETIC_DEMO
KE-0002,The electoral process is transparent and credible. Kenyans deserve fair elections. #KenyaDecides2022,2022-08-18 07:47:20,Elections,Garissa,positive,SYNTHETIC_DEMO
KE-0236,Multi-agency security teams conducting patrols in volatile regions.,2022-08-19 13:22:06,Security,Thika,neutral,SYNTHETIC_DEMO
KE-0387,Central Bank holds base rate at 7.5%. MPC cites stable inflation outlook.,2022-08-22 23:21:42,Economy,Kisumu,neutral,SYNTHETIC_DEMO
KE-0163,Peaceful voting is a sign of maturity. Proud to be Kenyan today. #Uchaguzi2022,2022-08-23 11:01:08,Elections,Machakos,positive,SYNTHETIC_DEMO
KE-0286,Fuel prices at an all-time high. The government must act now. #FuelCrisis,2022-08-23 23:03:47,Economy,Nakuru,negative,SYNTHETIC_DEMO
KE-0432,County governors meet to discuss revenue sharing formula ahead of budget cycle.,2022-08-24 05:53:46,Governance,Nyeri,neutral,SYNTHETIC_DEMO
KE-0122,New manufacturing jobs created in Nairobi corridor. Positive momentum for workers.,2022-08-24 07:19:45,Economy,Thika,positive,SYNTHETIC_DEMO
KE-0151,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-08-24 11:17:24,Elections,Garissa,positive,SYNTHETIC_DEMO
KE-0174,Cost of unga and basic commodities unbearable. Ordinary Kenyans are suffering.,2022-08-25 11:05:42,Economy,Mombasa,negative,SYNTHETIC_DEMO
KE-0026,Youth enterprise fund disbursements have helped thousands of small businesses.,2022-08-25 12:00:49,Economy,Eldoret,positive,SYNTHETIC_DEMO
KE-0254,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-08-25 12:14:38,Healthcare,Kakamega,negative,SYNTHETIC_DEMO
KE-0218,The electoral commission has failed Kenyans again. We demand accountability.,2022-08-25 22:22:41,Elections,Garissa,negative,SYNTHETIC_DEMO
KE-0303,Observers from the AU and EU deployed to monitor the electoral process.,2022-08-26 03:09:42,Elections,Nakuru,neutral,SYNTHETIC_DEMO
KE-0424,Ministry of Health launches malaria prevention campaign in lake region counties.,2022-08-26 06:30:31,Healthcare,Nakuru,neutral,SYNTHETIC_DEMO
KE-0385,Inflation eroding purchasing power. The economy is failing ordinary people.,2022-08-26 07:20:05,Economy,Eldoret,negative,SYNTHETIC_DEMO
KE-0062,Presidential results will be announced within 7 days per constitutional requirement.,2022-08-26 13:14:59,Elections,Garissa,neutral,SYNTHETIC_DEMO
KE-0349,Voter intimidation reported in several constituencies. This is unacceptable.,2022-08-26 15:06:31,Elections,Nyeri,negative,SYNTHETIC_DEMO
KE-0356,Unemployment among youth remains at crisis levels. Nothing is being done.,2022-08-26 15:46:19,Economy,Garissa,negative,SYNTHETIC_DEMO
KE-0284,IEBC cannot be trusted to deliver credible results. The system is rigged! #RiggedElections,2022-08-27 20:17:37,Elections,Mombasa,negative,SYNTHETIC_DEMO
KE-0089,Voter intimidation reported in several constituencies. This is unacceptable.,2022-08-28 01:00:53,Elections,Machakos,negative,SYNTHETIC_DEMO
KE-0484,Tallying of results continues at constituency level. Updates pending.,2022-08-28 10:22:36,Elections,Nairobi,neutral,SYNTHETIC_DEMO
KE-0192,Al-Shabaab attacks in the North East continue. Government response inadequate.,2022-08-28 19:08:21,Security,Nyeri,negative,SYNTHETIC_DEMO
KE-0368,Results coming in smoothly. The system is working. Trust the process. #KenyaVotes,2022-08-29 01:11:17,Elections,Kakamega,positive,SYNTHETIC_DEMO
KE-0396,Multi-agency security teams conducting patrols in volatile regions.,2022-08-29 16:21:22,Security,Kisumu,neutral,SYNTHETIC_DEMO
KE-0488,Cabinet approves National Development Plan 2022–2027. Implementation timelines unclear.,2022-08-29 16:46:34,Governance,Nakuru,neutral,SYNTHETIC_DEMO
KE-0073,Crime wave in Mombasa Old Town worrying residents. Where is the state?,2022-08-30 00:59:04,Security,Thika,negative,SYNTHETIC_DEMO
KE-0059,Nepotism in public service appointments is entrenched. Merit must prevail.,2022-08-30 05:37:25,Governance,Nairobi,negative,SYNTHETIC_DEMO
KE-0120,Doctors still on strike after 3 weeks. Patients dying in hospital corridors.,2022-08-30 07:16:05,Healthcare,Nakuru,negative,SYNTHETIC_DEMO
